step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,txn_timestamp,txn_date,hour_of_day,transaction_id
155,TRANSFER,149.99,C1004029,0.0,0.0,C2014002,0.0,149.99,0,0,DEV_184,2025-01-07 11:33:00,2025-01-07,11,TXN_100180
69,PAYMENT,290.91,C1002120,0.0,0.0,M1003158,0.0,0.0,0,0,DEV_620,2025-01-03 21:06:00,2025-01-03,21,TXN_100143
719,CASH_OUT,1661.11,C1003352,6950.93,5289.82,C2000261,26184.43,27845.55,0,0,DEV_763,2025-01-30 23:07:00,2025-01-30,23,TXN_100366
658,CASH_OUT,2834.52,C1020723,7308.71,4474.19,C2005211,0.0,2834.52,0,0,DEV_514,2025-01-28 10:04:00,2025-01-28,10,TXN_100301
129,TRANSFER,449.85,C1013282,1414.36,964.52,C2001204,0.0,449.85,0,0,DEV_698,2025-01-06 09:55:00,2025-01-06,9,TXN_100009
590,PAYMENT,258.71,C1027056,0.0,0.0,M1007558,33666.9,33666.9,0,0,DEV_231,2025-01-25 14:22:00,2025-01-25,14,TXN_100014
179,CASH_OUT,1020.54,C1000504,4406.16,3385.61,C2009734,0.0,1020.54,0,0,DEV_402,2025-01-08 11:17:00,2025-01-08,11,TXN_100123
102,TRANSFER,1489.48,C1002943,0.0,0.0,M1004255,30038.8,31528.29,0,0,DEV_451,2025-01-05 06:39:00,2025-01-05,6,TXN_100372
593,CASH_OUT,267.28,C1020410,2134.54,1867.26,M1003552,26886.16,27153.44,0,0,DEV_601,2025-01-25 17:40:00,2025-01-25,17,TXN_100573
88,TRANSFER,1981.79,C1025197,3255.68,1273.89,M1000023,0.0,1981.79,0,0,DEV_493,2025-01-04 16:37:00,2025-01-04,16,TXN_100313
210,PAYMENT,193.84,C1008574,659.07,465.24,M1008121,0.0,0.0,0,0,DEV_610,2025-01-09 18:47:00,2025-01-09,18,TXN_100595
321,TRANSFER,756582.61,C1010088,756956.25,0.0,C2009906,33591.67,790174.28,1,1,DEV_992,2025-01-14 09:06:00,2025-01-14,9,TXN_100402
436,CASH_IN,904.89,C1009447,0.0,904.89,C2008687,25260.61,26165.49,0,0,DEV_875,2025-01-19 04:13:00,2025-01-19,4,TXN_100618
115,PAYMENT,112.11,C1012393,562.2,450.09,M1003616,48568.26,48568.26,0,0,DEV_258,2025-01-05 19:24:00,2025-01-05,19,TXN_100324
129,TRANSFER,143.17,C1004444,784.61,641.44,C2009108,37005.21,37148.37,0,0,DEV_702,2025-01-06 09:29:00,2025-01-06,9,TXN_100082
230,TRANSFER,467405.43,C1028569,468642.49,0.0,M1011458,56204.87,523610.3,1,0,DEV_236,2025-01-10 14:26:00,2025-01-10,14,TXN_100164
724,CASH_OUT,2582.72,C1014879,8634.64,6051.92,M1000944,0.0,2582.72,0,0,DEV_280,2025-01-31 04:38:00,2025-01-31,4,TXN_100380
415,CASH_OUT,3766.34,C1010699,33555.25,29788.9,M1013493,0.0,3766.34,0,0,DEV_485,2025-01-18 07:35:00,2025-01-18,7,TXN_100634
219,CASH_OUT,5554.0,C1009948,21480.16,15926.17,C2003952,0.0,5554.0,0,0,DEV_360,2025-01-10 03:33:00,2025-01-10,3,TXN_100558
19,CASH_OUT,425.25,C1026958,1187.0,761.75,M1011122,1508.6,1933.86,0,0,DEV_981,2025-01-01 19:41:00,2025-01-01,19,TXN_100594
711,CASH_OUT,252973.01,C1004432,254816.36,0.0,M1014073,27719.49,280692.5,1,0,DEV_720,2025-01-30 15:43:00,2025-01-30,15,TXN_100467
376,TRANSFER,1783.85,C1026271,8005.55,6221.69,C2003160,44073.32,45857.17,0,0,DEV_310,2025-01-16 16:42:00,2025-01-16,16,TXN_100411
304,PAYMENT,254.06,C1027097,0.0,0.0,C2000999,0.0,0.0,0,0,DEV_590,2025-01-13 16:12:00,2025-01-13,16,TXN_100425
690,PAYMENT,81.6,C1007833,661.53,579.93,C2008688,0.0,0.0,0,0,DEV_324,2025-01-29 18:26:00,2025-01-29,18,TXN_100310
630,CASH_OUT,480.44,C1006294,886.9,406.45,M1009362,27926.76,28407.2,0,0,DEV_953,2025-01-27 06:19:00,2025-01-27,6,TXN_100597
723,TRANSFER,3926.78,C1024537,25317.89,21391.1,M1011861,0.0,3926.78,0,0,DEV_354,2025-01-31 03:27:00,2025-01-31,3,TXN_100412
626,CASH_OUT,54.63,C1005642,102.75,48.12,C2014027,37054.05,37108.69,0,0,DEV_844,2025-01-27 02:19:00,2025-01-27,2,TXN_100190
176,CASH_OUT,1917.71,C1028550,0.0,0.0,C2003143,0.0,1917.71,0,0,DEV_416,2025-01-08 08:30:00,2025-01-08,8,TXN_100426
709,PAYMENT,232.56,C1015808,0.0,0.0,M1006167,15901.96,15901.96,0,0,DEV_775,2025-01-30 13:01:00,2025-01-30,13,TXN_100050
337,CASH_OUT,535740.84,C1007272,538218.79,0.0,C2012461,89425.9,625166.73,1,1,DEV_978,2025-01-15 01:01:00,2025-01-15,1,TXN_100021
412,CASH_OUT,1998.86,C1003347,8021.42,6022.57,M1009726,9374.68,11373.54,0,0,DEV_815,2025-01-18 04:48:00,2025-01-18,4,TXN_100339
575,TRANSFER,846218.24,C1029905,847279.32,0.0,M1011919,77408.35,923626.59,1,0,DEV_142,2025-01-24 23:27:00,2025-01-24,23,TXN_100483
355,CASH_OUT,4043.85,C1010320,15602.97,11559.11,M1002966,0.0,4043.85,0,0,DEV_690,2025-01-15 19:39:00,2025-01-15,19,TXN_100128
686,TRANSFER,497.05,C1008420,3741.67,3244.62,C2002980,26117.75,26614.81,0,0,DEV_371,2025-01-29 14:28:00,2025-01-29,14,TXN_100547
414,TRANSFER,294225.69,C1010569,294410.03,0.0,C2012188,15844.94,310070.63,1,0,DEV_176,2025-01-18 06:11:00,2025-01-18,6,TXN_100219
544,TRANSFER,154514.09,C1027574,154524.25,0.0,M1008634,2122.06,156636.15,1,0,DEV_285,2025-01-23 16:05:00,2025-01-23,16,TXN_100150
46,PAYMENT,191.41,C1009154,1026.16,834.75,C2001433,5590.05,5590.05,0,0,DEV_791,2025-01-02 22:53:00,2025-01-02,22,TXN_100096
283,TRANSFER,2381.84,C1014123,13870.68,11488.84,C2006167,12871.39,15253.24,0,0,DEV_143,2025-01-12 19:39:00,2025-01-12,19,TXN_100121
445,TRANSFER,378113.31,C1005930,379725.87,0.0,M1012682,22607.8,400721.11,1,0,DEV_544,2025-01-19 13:01:00,2025-01-19,13,TXN_100107
5,CASH_OUT,2466.66,C1006597,15848.55,13381.89,C2003544,0.0,2466.66,0,0,DEV_974,2025-01-01 05:04:00,2025-01-01,5,TXN_100001
121,TRANSFER,1667.92,C1006775,12160.31,10492.39,M1004788,0.0,1667.92,0,0,DEV_846,2025-01-06 01:46:00,2025-01-06,1,TXN_100450
437,PAYMENT,366.35,C1003323,2930.64,2564.29,M1005664,12790.42,12790.42,0,0,DEV_894,2025-01-19 05:31:00,2025-01-19,5,TXN_100502
507,TRANSFER,248.7,C1017785,0.0,0.0,C2000974,0.0,248.7,0,0,DEV_380,2025-01-22 03:13:00,2025-01-22,3,TXN_100544
267,TRANSFER,588.27,C1029725,4454.21,3865.94,M1011258,0.0,588.27,0,0,DEV_512,2025-01-12 03:29:00,2025-01-12,3,TXN_100577
419,CASH_OUT,1268.09,C1018135,2664.55,1396.46,C2008822,41766.16,43034.26,0,0,DEV_654,2025-01-18 11:39:00,2025-01-18,11,TXN_100160
94,CASH_IN,169.2,C1009234,614.22,783.42,M1005595,0.0,169.2,0,0,DEV_406,2025-01-04 22:18:00,2025-01-04,22,TXN_100049
159,CASH_OUT,1832.36,C1001207,0.0,0.0,C2007023,1189.01,3021.37,0,0,DEV_601,2025-01-07 15:14:00,2025-01-07,15,TXN_100132
351,PAYMENT,194.62,C1006106,729.48,534.86,M1003866,3221.48,3221.48,0,0,DEV_441,2025-01-15 15:18:00,2025-01-15,15,TXN_100251
681,CASH_OUT,669729.53,C1024615,673845.31,0.0,M1004750,64218.41,733947.94,1,1,DEV_782,2025-01-29 09:48:00,2025-01-29,9,TXN_100277
122,CASH_OUT,4568.39,C1013804,0.0,0.0,C2001473,36190.14,40758.53,0,0,DEV_285,2025-01-06 02:48:00,2025-01-06,2,TXN_100204
553,CASH_OUT,794149.17,C1029512,794345.52,0.0,C2009172,65126.19,859275.36,1,1,DEV_124,2025-01-24 01:43:00,2025-01-24,1,TXN_100646
699,PAYMENT,131.26,C1018524,255.75,124.49,M1010737,6018.44,6018.44,0,0,DEV_181,2025-01-30 03:00:00,2025-01-30,3,TXN_100192
244,PAYMENT,127.45,C1027618,728.71,601.26,C2006029,33276.73,33276.73,0,0,DEV_339,2025-01-11 04:13:00,2025-01-11,4,TXN_100207
72,CASH_OUT,607420.0,C1007513,609278.67,0.0,C2012407,85187.77,692607.77,1,0,DEV_180,2025-01-04 00:36:00,2025-01-04,0,TXN_100291
429,CASH_OUT,284626.6,C1017514,289002.16,0.0,M1007057,69792.52,354419.11,1,0,DEV_400,2025-01-18 21:08:00,2025-01-18,21,TXN_100060
7,PAYMENT,47.62,C1018512,420.74,373.13,M1007531,0.0,0.0,0,0,DEV_847,2025-01-01 07:02:00,2025-01-01,7,TXN_100106
449,CASH_OUT,790919.61,C1007591,795006.54,0.0,M1010156,71479.0,862398.62,1,0,DEV_803,2025-01-19 17:53:00,2025-01-19,17,TXN_100179
294,CASH_IN,33.95,C1018740,228.06,262.01,C2011389,0.0,33.95,0,0,DEV_657,2025-01-13 06:12:00,2025-01-13,6,TXN_100451
724,CASH_IN,41.02,C1018051,383.9,424.93,C2005166,19473.99,19515.01,0,0,DEV_474,2025-01-31 04:29:00,2025-01-31,4,TXN_100383
251,TRANSFER,2400.5,C1011226,17815.43,15414.93,M1000850,0.0,2400.5,0,0,DEV_490,2025-01-11 11:52:00,2025-01-11,11,TXN_100097
390,TRANSFER,449.91,C1026977,4053.85,3603.94,M1010363,28103.03,28552.94,0,0,DEV_804,2025-01-17 06:56:00,2025-01-17,6,TXN_100133
614,TRANSFER,232994.98,C1020341,233257.88,0.0,M1010856,79876.02,312871.0,1,1,DEV_712,2025-01-26 14:22:00,2025-01-26,14,TXN_100232
640,TRANSFER,1608.3,C1013548,10201.89,8593.59,C2008563,0.0,1608.3,0,0,DEV_549,2025-01-27 16:05:00,2025-01-27,16,TXN_100215
166,CASH_OUT,763.36,C1025371,4151.13,3387.77,M1006890,31769.92,32533.28,0,0,DEV_254,2025-01-07 22:27:00,2025-01-07,22,TXN_100148
423,PAYMENT,76.37,C1023347,617.22,540.84,M1010407,0.0,0.0,0,0,DEV_576,2025-01-18 15:45:00,2025-01-18,15,TXN_100535
581,CASH_OUT,446.31,C1027179,0.0,0.0,M1011147,0.0,446.31,0,0,DEV_146,2025-01-25 05:12:00,2025-01-25,5,TXN_100173
551,TRANSFER,3303.48,C1011980,18864.15,15560.66,M1013110,0.0,3303.48,0,0,DEV_833,2025-01-23 23:03:00,2025-01-23,23,TXN_100162
19,PAYMENT,238.17,C1019855,1728.35,1490.18,C2002657,44671.93,44671.93,0,0,DEV_573,2025-01-01 19:54:00,2025-01-01,19,TXN_100347
268,CASH_OUT,1440.83,C1008314,0.0,0.0,M1009130,24909.58,26350.41,0,0,DEV_808,2025-01-12 04:54:00,2025-01-12,4,TXN_100348
607,PAYMENT,180.41,C1025888,1046.32,865.91,C2006931,0.0,0.0,0,0,DEV_399,2025-01-26 07:51:00,2025-01-26,7,TXN_100105
557,CASH_OUT,494.36,C1017681,0.0,0.0,C2002694,0.0,494.36,0,0,DEV_416,2025-01-24 05:29:00,2025-01-24,5,TXN_100429
276,CASH_OUT,161.96,C1028602,0.0,0.0,C2012639,49879.86,50041.82,0,0,DEV_160,2025-01-12 12:04:00,2025-01-12,12,TXN_100345
205,CASH_OUT,1077.42,C1012201,4854.32,3776.9,M1001132,38338.77,39416.19,0,0,DEV_348,2025-01-09 13:24:00,2025-01-09,13,TXN_100479
40,CASH_OUT,1319.08,C1005459,7480.3,6161.21,M1008273,1155.52,2474.61,0,0,DEV_152,2025-01-02 16:56:00,2025-01-02,16,TXN_100185
511,TRANSFER,386421.33,C1003006,390901.12,0.0,M1008581,90414.69,476836.01,1,1,DEV_686,2025-01-22 07:57:00,2025-01-22,7,TXN_100542
462,PAYMENT,144.31,C1004541,816.09,671.78,C2002103,24162.65,24162.65,0,0,DEV_845,2025-01-20 06:43:00,2025-01-20,6,TXN_100069
516,CASH_IN,865.59,C1009336,4541.47,5407.06,M1004086,17749.5,18615.09,0,0,DEV_404,2025-01-22 12:06:00,2025-01-22,12,TXN_100193
444,CASH_OUT,182066.77,C1024809,183706.03,0.0,M1005833,42407.05,224473.81,1,1,DEV_904,2025-01-19 12:57:00,2025-01-19,12,TXN_100013
228,PAYMENT,18.1,C1022642,113.93,95.83,C2009931,21660.61,21660.61,0,0,DEV_456,2025-01-10 12:08:00,2025-01-10,12,TXN_100247
89,CASH_OUT,1762.88,C1014259,0.0,0.0,C2009281,47054.45,48817.33,0,0,DEV_387,2025-01-04 17:44:00,2025-01-04,17,TXN_100249
538,TRANSFER,945999.73,C1018060,949554.87,0.0,M1002128,77086.84,1023086.57,1,0,DEV_482,2025-01-23 10:40:00,2025-01-23,10,TXN_100379
108,PAYMENT,243.62,C1022859,741.68,498.07,M1008483,35909.42,35909.42,0,0,DEV_485,2025-01-05 12:10:00,2025-01-05,12,TXN_100028
39,TRANSFER,984650.49,C1001584,985052.07,0.0,C2008383,7582.58,992233.08,1,0,DEV_607,2025-01-02 15:45:00,2025-01-02,15,TXN_100154
200,CASH_OUT,977.65,C1003247,6956.99,5979.35,C2004953,47236.98,48214.62,0,0,DEV_575,2025-01-09 08:03:00,2025-01-09,8,TXN_100063
442,TRANSFER,1114.06,C1005864,0.0,0.0,C2000969,27040.71,28154.77,0,0,DEV_972,2025-01-19 10:45:00,2025-01-19,10,TXN_100491
339,CASH_OUT,993.06,C1024994,4202.26,3209.2,M1010266,0.0,993.06,0,0,DEV_167,2025-01-15 03:27:00,2025-01-15,3,TXN_100440
395,PAYMENT,87.75,C1015639,120.89,33.14,C2003322,0.0,0.0,0,0,DEV_164,2025-01-17 11:02:00,2025-01-17,11,TXN_100461
511,TRANSFER,324505.54,C1019539,329366.44,0.0,M1007709,18424.79,342930.34,1,0,DEV_268,2025-01-22 07:31:00,2025-01-22,7,TXN_100439
333,CASH_OUT,2128.63,C1010517,0.0,0.0,C2010472,0.0,2128.63,0,0,DEV_359,2025-01-14 21:49:00,2025-01-14,21,TXN_100304
44,CASH_OUT,2926.91,C1021967,28511.12,25584.22,C2012074,23164.59,26091.49,0,0,DEV_366,2025-01-02 20:17:00,2025-01-02,20,TXN_100137
497,TRANSFER,4957.56,C1004061,0.0,0.0,M1010240,32320.03,37277.59,0,0,DEV_646,2025-01-21 17:45:00,2025-01-21,17,TXN_100338
652,TRANSFER,2693.23,C1007783,11237.31,8544.07,M1013138,0.0,2693.23,0,0,DEV_613,2025-01-28 04:12:00,2025-01-28,4,TXN_100239
231,CASH_OUT,949422.33,C1001561,954407.62,0.0,C2009355,46583.65,996005.97,1,0,DEV_305,2025-01-10 15:49:00,2025-01-10,15,TXN_100058
88,PAYMENT,37.85,C1018650,98.3,60.45,M1008572,23686.27,23686.27,0,0,DEV_576,2025-01-04 16:55:00,2025-01-04,16,TXN_100140
169,PAYMENT,45.17,C1020641,0.0,0.0,M1003653,0.0,0.0,0,0,DEV_372,2025-01-08 01:47:00,2025-01-08,1,TXN_100071
303,CASH_OUT,5175.58,C1007790,0.0,0.0,C2013623,0.0,5175.58,0,0,DEV_835,2025-01-13 15:05:00,2025-01-13,15,TXN_100342
13,TRANSFER,928.06,C1000848,0.0,0.0,C2009984,49769.4,50697.47,0,0,DEV_450,2025-01-01 13:09:00,2025-01-01,13,TXN_100515
587,PAYMENT,45.29,C1002389,441.36,396.08,M1009543,0.0,0.0,0,0,DEV_360,2025-01-25 11:30:00,2025-01-25,11,TXN_100518
726,CASH_OUT,1096.75,C1017927,7230.75,6134.0,C2012808,31885.86,32982.61,0,0,DEV_373,2025-01-31 06:14:00,2025-01-31,6,TXN_100026
298,TRANSFER,76.96,C1001028,0.0,0.0,M1006884,17997.7,18074.66,0,0,DEV_907,2025-01-13 10:21:00,2025-01-13,10,TXN_100443
74,CASH_OUT,967.49,C1001522,8277.87,7310.38,C2005228,35151.43,36118.91,0,0,DEV_423,2025-01-04 02:41:00,2025-01-04,2,TXN_100194
73,TRANSFER,1182.75,C1027540,0.0,0.0,M1004677,0.0,1182.75,0,0,DEV_212,2025-01-04 01:17:00,2025-01-04,1,TXN_100129
280,PAYMENT,47.35,C1025514,406.92,359.57,M1012576,41551.07,41551.07,0,0,DEV_937,2025-01-12 16:38:00,2025-01-12,16,TXN_100448
213,TRANSFER,619.74,C1001024,1969.06,1349.32,C2002789,27351.58,27971.32,0,0,DEV_264,2025-01-09 21:31:00,2025-01-09,21,TXN_100488
556,TRANSFER,2895.87,C1007442,16198.39,13302.52,M1001847,13475.9,16371.77,0,0,DEV_942,2025-01-24 04:04:00,2025-01-24,4,TXN_100392
564,PAYMENT,51.74,C1020522,0.0,0.0,C2012248,0.0,0.0,0,0,DEV_260,2025-01-24 12:37:00,2025-01-24,12,TXN_100104
524,TRANSFER,555.03,C1015954,1540.17,985.14,C2002488,37610.49,38165.52,0,0,DEV_760,2025-01-22 20:30:00,2025-01-22,20,TXN_100217
610,PAYMENT,195.87,C1017387,1513.65,1317.78,C2010667,0.0,0.0,0,0,DEV_367,2025-01-26 10:57:00,2025-01-26,10,TXN_100343
465,CASH_OUT,460162.21,C1029789,460926.82,0.0,M1003344,3184.57,463346.78,1,0,DEV_759,2025-01-20 09:24:00,2025-01-20,9,TXN_100248
729,TRANSFER,86.31,C1018451,808.76,722.46,M1011054,0.0,86.31,0,0,DEV_122,2025-01-31 09:56:00,2025-01-31,9,TXN_100037
469,PAYMENT,296.83,C1009660,2527.09,2230.26,M1011843,33716.9,33716.9,0,0,DEV_514,2025-01-20 13:03:00,2025-01-20,13,TXN_100500
36,TRANSFER,2878.04,C1021733,17988.76,15110.73,M1008316,18107.72,20985.76,0,0,DEV_422,2025-01-02 12:44:00,2025-01-02,12,TXN_100099
569,CASH_OUT,343882.13,C1019681,348183.62,0.0,M1003909,39568.71,383450.84,1,0,DEV_966,2025-01-24 17:32:00,2025-01-24,17,TXN_100090
75,CASH_IN,686.66,C1009407,2336.09,3022.74,M1012167,0.0,686.66,0,0,DEV_894,2025-01-04 03:59:00,2025-01-04,3,TXN_100234
692,CASH_IN,702.52,C1010990,5343.81,6046.33,M1012529,0.0,702.52,0,0,DEV_696,2025-01-29 20:06:00,2025-01-29,20,TXN_100482
39,PAYMENT,694.58,C1006427,4596.79,3902.21,M1000014,9568.38,9568.38,0,0,DEV_957,2025-01-02 15:38:00,2025-01-02,15,TXN_100319
489,TRANSFER,77.37,C1016282,514.56,437.19,C2012681,5502.43,5579.79,0,0,DEV_326,2025-01-21 09:13:00,2025-01-21,9,TXN_100453
403,PAYMENT,84.36,C1027654,0.0,0.0,C2000947,0.0,0.0,0,0,DEV_691,2025-01-17 19:54:00,2025-01-17,19,TXN_100641
441,CASH_OUT,224.61,C1009702,0.0,0.0,C2000175,19053.24,19277.85,0,0,DEV_469,2025-01-19 09:37:00,2025-01-19,9,TXN_100120
573,CASH_OUT,1502.03,C1007213,0.0,0.0,M1001512,0.0,1502.03,0,0,DEV_757,2025-01-24 21:39:00,2025-01-24,21,TXN_100624
607,CASH_OUT,1117.06,C1003500,9405.06,8288.0,M1013628,0.0,1117.06,0,0,DEV_981,2025-01-26 07:12:00,2025-01-26,7,TXN_100361
298,PAYMENT,11.49,C1014743,80.2,68.71,C2011395,24308.7,24308.7,0,0,DEV_276,2025-01-13 10:24:00,2025-01-13,10,TXN_100109
742,TRANSFER,3313.7,C1002173,0.0,0.0,M1006517,0.0,3313.7,0,0,DEV_944,2025-01-31 22:21:00,2025-01-31,22,TXN_100038
384,TRANSFER,771.28,C1029597,5892.86,5121.58,C2002444,36119.53,36890.81,0,0,DEV_191,2025-01-17 00:28:00,2025-01-17,0,TXN_100354
597,CASH_OUT,307939.94,C1001233,310579.37,0.0,M1013902,64616.34,372556.28,1,0,DEV_255,2025-01-25 21:31:00,2025-01-25,21,TXN_100507
415,TRANSFER,1586.12,C1014262,5052.53,3466.41,M1004742,0.0,1586.12,0,0,DEV_131,2025-01-18 07:10:00,2025-01-18,7,TXN_100497
213,CASH_OUT,531449.17,C1029489,531863.83,0.0,C2004090,34522.53,565971.71,1,0,DEV_537,2025-01-09 21:41:00,2025-01-09,21,TXN_100415
525,PAYMENT,83.92,C1018459,157.46,73.54,C2003529,0.0,0.0,0,0,DEV_391,2025-01-22 21:20:00,2025-01-22,21,TXN_100139
47,TRANSFER,773.98,C1012313,0.0,0.0,C2002079,0.0,773.98,0,0,DEV_748,2025-01-02 23:26:00,2025-01-02,23,TXN_100607
304,PAYMENT,90.66,C1028475,0.0,0.0,C2002350,0.0,0.0,0,0,DEV_379,2025-01-13 16:10:00,2025-01-13,16,TXN_100172
254,TRANSFER,1079.27,C1003656,4081.47,3002.21,C2006153,3130.58,4209.85,0,0,DEV_386,2025-01-11 14:20:00,2025-01-11,14,TXN_100362
316,CASH_OUT,596531.17,C1013363,598668.29,0.0,M1005903,5105.59,601636.77,1,0,DEV_932,2025-01-14 04:54:00,2025-01-14,4,TXN_100619
221,CASH_OUT,53.73,C1018736,0.0,0.0,M1010031,0.0,53.73,0,0,DEV_862,2025-01-10 05:26:00,2025-01-10,5,TXN_100064
456,CASH_OUT,595344.76,C1025334,599563.38,0.0,C2009747,2742.5,598087.26,1,0,DEV_185,2025-01-20 00:30:00,2025-01-20,0,TXN_100086
30,TRANSFER,817584.87,C1017475,821387.58,0.0,C2002570,89808.92,907393.79,1,0,DEV_301,2025-01-02 06:14:00,2025-01-02,6,TXN_100328
250,CASH_OUT,591771.19,C1022830,595410.03,0.0,M1010960,66396.37,658167.55,1,0,DEV_234,2025-01-11 10:55:00,2025-01-11,10,TXN_100545
396,TRANSFER,1790.45,C1006670,1937.33,146.88,C2003440,0.0,1790.45,0,0,DEV_165,2025-01-17 12:58:00,2025-01-17,12,TXN_100271
21,PAYMENT,322.01,C1015577,714.25,392.24,C2011749,0.0,0.0,0,0,DEV_749,2025-01-01 21:31:00,2025-01-01,21,TXN_100231
200,TRANSFER,422971.53,C1024553,424665.78,0.0,C2007273,46237.93,469209.46,1,1,DEV_393,2025-01-09 08:57:00,2025-01-09,8,TXN_100526
